EMPLID,EMPL_RCD,EFFDT,EFFSEQ,PER_ORG,DEPTID,JOBCODE,POSITION_NBR,SUPERVISOR_ID,HR_STATUS,APPT_TYPE,MAIN_APPT_NUM_JPN,POSITION_OVERRIDE,POSN_CHANGE_RECORD,EMPL_STATUS,ACTION,ACTION_DT,ACTION_REASON,LOCATION,TAX_LOCATION_CD,JOB_ENTRY_DT,DEPT_ENTRY_DT,POSITION_ENTRY_DT,SHIFT,REG_TEMP,FULL_PART_TIME,COMPANY,PAYGROUP,BAS_GROUP_ID,ELIG_CONFIG1,ELIG_CONFIG2,ELIG_CONFIG3,ELIG_CONFIG4,ELIG_CONFIG5,ELIG_CONFIG6,ELIG_CONFIG7,ELIG_CONFIG8,ELIG_CONFIG9,BEN_STATUS,BAS_ACTION,COBRA_ACTION,EMPL_TYPE,HOLIDAY_SCHEDULE,STD_HOURS,STD_HRS_FREQUENCY,OFFICER_CD,EMPL_CLASS,SAL_ADMIN_PLAN,GRADE,GRADE_ENTRY_DT,STEP,STEP_ENTRY_DT,GL_PAY_TYPE,ACCT_CD,EARNS_DIST_TYPE,COMP_FREQUENCY,COMPRATE,CHANGE_AMT,CHANGE_PCT,ANNUAL_RT,MONTHLY_RT,DAILY_RT,HOURLY_RT,ANNL_BENEF_BASE_RT,SHIFT_RT,SHIFT_FACTOR,CURRENCY_CD,BUSINESS_UNIT,SETID_DEPT,SETID_JOBCODE,SETID_LOCATION,SETID_SALARY,SETID_EMPL_CLASS,REG_REGION,DIRECTLY_TIPPED,FLSA_STATUS,EEO_CLASS,FUNCTION_CD,TARIFF_GER,TARIFF_AREA_GER,PERFORM_GROUP_GER,LABOR_TYPE_GER,SPK_COMM_ID_GER,HOURLY_RT_FRA,ACCDNT_CD_FRA,VALUE_1_FRA,VALUE_2_FRA,VALUE_3_FRA,VALUE_4_FRA,VALUE_5_FRA,CTG_RATE,PAID_HOURS,PAID_FTE,PAID_HRS_FREQUENCY,UNION_FULL_PART,UNION_POS,MATRICULA_NBR,SOC_SEC_RISK_CODE,UNION_FEE_AMOUNT,UNION_FEE_START_DT,UNION_FEE_END_DT,EXEMPT_JOB_LBR,EXEMPT_HOURS_MONTH,WRKS_CNCL_FUNCTION,INTERCTR_WRKS_CNCL,CURRENCY_CD1,PAY_UNION_FEE,UNION_CD,BARG_UNIT,UNION_SENIORITY_DT,ENTRY_DATE,LABOR_AGREEMENT,EMPL_CTG,EMPL_CTG_L1,EMPL_CTG_L2,SETID_LBR_AGRMNT,WPP_STOP_FLAG,LABOR_FACILITY_ID,LBR_FAC_ENTRY_DT,LAYOFF_EXEMPT_FLAG,LAYOFF_EXEMPT_RSN,GP_PAYGROUP,GP_DFLT_ELIG_GRP,GP_ELIG_GRP,GP_DFLT_CURRTTYP,CUR_RT_TYPE,GP_DFLT_EXRTDT,GP_ASOF_DT_EXG_RT,ADDS_TO_FTE_ACTUAL,CLASS_INDC,ENCUMB_OVERRIDE,FICA_STATUS_EE,FTE,PRORATE_CNT_AMT,PAY_SYSTEM_FLG,BORDER_WALKER,LUMP_SUM_PAY,CONTRACT_NUM,JOB_INDICATOR,WRKS_CNCL_ROLE_CHE,BENEFIT_SYSTEM,WORK_DAY_HOURS,REPORTS_TO,FORCE_PUBLISH,JOB_DATA_SRC_CD,ESTABID,SUPV_LVL_ID,SETID_SUPV_LVL,ABSENCE_SYSTEM_CD,POI_TYPE,HIRE_DT,LAST_HIRE_DT,TERMINATION_DT,ASGN_START_DT,LST_ASGN_START_DT,ASGN_END_DT,LDW_OVR,LAST_DATE_WORKED,EXPECTED_RETURN_DT,EXPECTED_END_DATE,AUTO_END_FLG,LASTUPDDTTM,LASTUPDOPRID
KF0004,0,1/1/2002,0,EMP,15000,260010, , ,A,0,0,N,N,A,PAY,10/14/2002, ,KFBO01, ,10/29/1995,10/29/1995,,N,R,F,KF1, , , , , , , , , , , ,A, , ,S, ,35,W,N, ,KF01,002,10/29/1995,0,, , ,N,M,2286.74,0,0,27440.88,2286.74,105.542,15.077407,0,0,0,EUR,FRA01,FRA01,FRA01,FRA01,FRA01, ,FRA,N,N,N, , , , , , ,STA, , , , , , ,0,35,1,W, , ,0, ,0,,,N,0, , , ,N, , ,,10/29/1995,KF01,CAD, , ,FRA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,OT,N,N,0001,P, ,BN,0, ,, ,KF002, , ,OT, ,10/29/1995,10/29/1995,,10/29/1995,10/29/1995,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KALD10,1,1/1/2000,0,EMP,53000,290070, , ,A,0,1,N,N,A,HIR,10/12/2004, ,KANSW1, ,1/1/2000,1/1/2000,,N,R,P,KAM, , , , , , , , , , , ,A, , ,N,KANSW1,10,W,N, ,KA01,002,1/1/2000,0,, , ,N,M,650,0,0,7800,650,30,15,0,0,0,AUD,AUS01,AUS01,AUS01,AUS01,AUS01, ,AUS,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KALM10,Y, ,Y, ,Y, ,N,C,N,N,0.25,N,GP,N,N, ,S, ,OT,0, ,, , , , ,AM, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,10/12/2004 9:25:09.000000 AM,SAMPLE
K0W307,0,1/1/2005,0,EMP,25000,130020, ,K0W306,A,0,0,N,N,A,HIR,2/28/2006, ,KUNY00, ,1/1/2005,1/1/2005,,N,R,F,GBI, , , , , , , , , , , ,A, , ,N,KU01,40,W,N, ,KU01,003,1/1/2005,0,, , ,N,M,3150,0,0,37800,3150,145.385,18.173077,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,P,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,K0WPG GP1,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, ,KU001, , ,AM, ,1/1/2005,1/1/2005,,1/1/2005,1/1/2005,,N,,,,N,2/28/2006 6:51:11.000000 PM,SAMPLE
K0LC01,0,1/1/1992,0,EMP,11000,330010,19000056, ,A,0,0,Y,N,A,HIR,9/24/2004, ,KCY01, ,1/1/1992,1/1/1992,1/1/1992,N,R,F,KCY, , , , , , , , , , , ,A, , ,N,KU01,40,W,N, ,KU01,006,1/1/1992,0,, , ,N,M,8000,0,0,96000,8000,369.231,46.153846,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, ,K0L01MTH,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,BN,0,19000210,, , , , ,AM, ,1/1/1992,1/1/1992,,1/1/1992,1/1/1992,,N,,,,N,9/24/2004 7:10:56.000000 AM,SAMPLE
K1GWA001,0,1/1/2004,0,EMP,K1GDPA,830005, , ,A,0,0,N,N,A,HIR,8/5/2004, ,K1GLCCA, ,1/1/2004,1/1/2004,,N,R,F,K1G,K1A, , , , , , , , , , ,A, , ,N, ,40,W,N, , , ,,0,, , ,N,W,2307.69,0,0,119999.88,9999.99,461.538,57.69225,0,0,0,USD,K1GE,K1USA,K1USA,K1USA, , ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,K1GPG2,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, ,K1GETA, , ,AM, ,1/1/2004,1/1/2004,,1/1/2004,1/1/2004,,N,,,,N,8/9/2018 7:49:12.000000 PM,SAMPLE
K1GWI001,0,1/1/2004,0,EMP,K1GDPA,830005, , ,A,0,0,N,N,A,HIR,8/5/2004, ,K1GLCCA, ,1/1/2004,1/1/2004,,N,R,F,K1G,K1A, , , , , , , , , , ,A, , ,N, ,40,W,N, , , ,,0,, , ,N,W,2307.69,0,0,119999.88,9999.99,461.538,57.69225,0,0,0,USD,K1GE,K1USA,K1USA,K1USA, , ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,K1GPG2,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, ,K1GETA, , ,AM, ,1/1/2004,1/1/2004,,1/1/2004,1/1/2004,,N,,,,N,8/9/2018 7:49:22.000000 PM,SAMPLE
KU0019,0,4/5/1982,0,EMP,55000,660005,19000043, ,A,0,0,N,N,A,HIR,4/27/2000, ,KUNJ00,KUUT00,4/5/1982,4/5/1982,4/5/1982,N,R,F,GBI,KU5,KU1, , , , , , , , , ,A,HIR, ,H,KU01,40,W,N, ,KU01,007,4/5/1982,0,, , ,N,B,2308,0,0,60008,5000.667,230.8,28.85,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA, ,N, ,P, ,BA,0,19000310,, ,KU001, , ,OT, ,4/5/1982,4/5/1982,,4/5/1982,4/5/1982,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KF0012,0,6/3/1992,0,EMP,14000,670075, ,KF0011,A,0,0,N,N,A,PAY,7/25/2000,SEN,KFPA01, ,6/3/1987,6/3/1987,,N,R,F,KF1, , , , , , , , , , , ,A, , ,S, ,39,W,N, ,KF01,002,6/3/1987,0,, , ,N,W,2665.384615,76.153846,2.941,138600,11550,533.077,68.343195,0,0,0,FRF,FRA01,FRA01,FRA01,FRA01,FRA01, ,FRA,N,N,N, , , , , , ,STA, , , , , , ,0,39,1,W, , ,0, ,0,,,N,0, , , ,N, , ,,6/3/1987,KF01,CAD, , ,FRA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,OT,N,N,0001,P, ,BN,0, ,, ,KF001, , ,OT, ,6/3/1987,6/3/1987,,6/3/1987,6/3/1987,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KFLD11,0,1/1/2001,0,EMP,13000,290000, ,KF0003,A,0,0,N,N,A,HIR,9/30/2004, ,KFPA01, ,1/1/2001,1/1/2001,,N,R,F,KF1, , , , , , , , , , , ,A, , ,N,KF01,35,W,N, ,KF01,001,1/1/2001,1,1/1/2001, , ,N,B,811.052226,0,0,21087.358,1757.28,81.105,11.58646,0,0,0,USD,FRA01,FRA01,FRA01,FRA01,FRA01, ,FRA,N,N,N, , , , , , , , , , , , , ,0,35,1,W, , ,0, ,0,,,N,0, , ,USD,N, , ,,,KF01,CADSUP, , ,FRA,N, ,,N, ,KFL01,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N,0001,P, ,OT,0, ,, ,KF001, , ,AM, ,1/1/2001,1/1/2001,,1/1/2001,1/1/2001,,N,,,,N,9/30/2004 5:03:57.000000 PM,SAMPLE
K0LD15,0,2/1/1999,0,EMP,11000,850015,19000056, ,A,0,0,Y,N,A,HIR,9/26/2004, ,KCY01, ,2/1/1999,2/1/1999,2/1/1999,N,R,F,KCY, , , , , , , , , , , ,A, , ,N,KU01,40,W,N, ,KU01,004,2/1/1999,0,, , ,N,M,2756,0,0,33072,2756,127.2,15.9,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, ,K0L15MTH,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,BN,0,19000210,, , , , ,AM, ,2/1/1999,2/1/1999,,2/1/1999,2/1/1999,,N,,,,N,9/26/2004 11:45:55.000000 PM,SAMPLE
KEG015,0,1/1/2000,0,EMP,10000,820055, , ,A,0,0,N,N,A,PSF,8/20/2001, ,KE04, ,5/13/1994,5/13/1994,,N,R,F,KE2, , , , , , , , , , , ,A, , ,N,KE02,40,W,N, ,KE02,002,5/13/1994,1,5/13/1994, , ,N,M,554166.666667,0,0,6650000,475000,25576.923,3197.115385,0,0,0,ESP,ESP02,ESP02,ESP01,ESP02,ESP02, ,ESP,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,5,113,0,,,N,0, , ,USD,N,UGT, ,,5/13/1994,KE01,34, , ,ESP,N, ,,N, ,KE02,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N,5015,P, ,OT,0, ,, ,KE02, , ,AM, ,5/13/1994,5/13/1994,,5/13/1994,5/13/1994,,N,,,,N,6/14/2012 4:53:02.000000 PM,SAMPLE
KFGE0010,0,1/1/2001,0,EMP,13000,170080, ,KF0003,A,0,0,N,N,A,HIR,7/1/2004, ,KFPA01, ,1/1/2001,1/1/2001,,N,R,F,KF1, , , , , , , , , , , ,A, , ,N,KF01,20,W,N, , , ,,0,, , ,N,M,0,0,0,0,0,0,0,0,0,0,USD,FRA01,FRA01,FRA01,FRA01, , ,FRA,N,N,N, , , , , , , , , , , , , ,0,20,0.5,W, , ,0, ,0,,,N,0, , ,USD,N, , ,,1/1/2001,KF01,OQ, , ,FRA,N, ,7/1/2004,N, ,KFGMONTHLY,Y, ,Y, ,Y, ,N,C,N,N,0.5,N,GP,N,N,0001,P, ,OT,0, ,, ,KF001, , ,AM, ,1/1/2001,1/1/2001,,1/1/2001,1/1/2001,,N,,,,N,7/1/2004 3:45:33.000000 AM,SAMPLE
KCLC12,0,3/12/1998,0,EMP,13000,290005, ,KC0006,A,0,0,N,N,A,HIR,10/11/2004, ,KCSK00,KCSK00,3/12/1998,3/12/1998,,N,R,P,GBI,9LL, , , , , , , , , , ,A, , ,H,NONE,40,W,N, ,KC01,004,3/12/1998,5,3/12/1998, , ,N,B,1180,0,0,30680,2556.667,118,14.75,0,0,0,CAD,CAN01,SHARE,SHARE,SHARE,SHARE, ,CAN,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, , , , ,OT, ,3/12/1998,3/12/1998,,3/12/1998,3/12/1998,,N,,,,N,10/11/2004 11:51:00.000000 PM,SAMPLE
KU0020,0,7/1/1990,0,EMP,13000,290080,19000026, ,A,0,0,N,N,A,PRO,7/31/2000,NCP,KUDE00,KUAK00,9/25/1982,9/25/1982,9/25/1982,N,R,F,GBI,KU2,KU1, , , , , , , , , ,A,PRO, ,H,KU01,40,W,N, ,KU01,002,9/25/1982,7,10/1/1985, , ,N,B,480,3.076923,0.645,12480,1040,48,6,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0,19000025,, ,KU001, , ,OT, ,9/25/1982,9/25/1982,,9/25/1982,9/25/1982,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KCLA07,0,1/1/1990,0,EMP,10000,800010,19000017, ,A,0,0,N,N,A,HIR,10/11/2004, ,KCON00,KCON00,1/1/1990,1/1/1990,1/1/1990,N,R,F,GBI,9LG, , , , , , , , , , ,A, , ,S,NONE,40,W,N, ,KC01,004,1/1/1990,3,1/1/1990, , ,N,B,1211.538462,0,0,31500,2625,121.154,15.144231,0,0,0,CAD,CAN01,SHARE,SHARE,SHARE,SHARE, ,CAN,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0,19000101,, , , , ,OT, ,1/1/1990,1/1/1990,,1/1/1990,1/1/1990,,N,,,,N,10/11/2004 10:13:39.000000 PM,SAMPLE
KH0001,0,3/4/1984,0,EMP,21500,170035, , ,A,0,0,N,N,A,HIR,6/8/2001,NPS,KHHO01, ,3/4/1984,3/4/1984,,N,R,F,KHB, , , , , , , , , , , ,A, , ,N,KHHKG1,40,W,N, ,KH01,001,3/4/1984,0,, , ,N,M,80000,0,0,960000,80000,3692.308,461.538462,0,0,0,HKD,HKG01,HKG01,HKG01,HKG01,HKG01, ,HKG,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,HKG,N, ,3/4/1984,N, ,KHMONTHLY,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,3/4/1984,3/4/1984,,3/4/1984,3/4/1984,,N,,,,N,5/5/2004 12:00:00.000000 AM,SAMPLE
K0LE08,0,1/2/1998,0,EMP,11000,850015,19000056, ,A,0,0,Y,N,A,HIR,9/24/2004, ,KCY01, ,1/2/1998,1/2/1998,1/2/1998,N,R,F,KCY, , , , , , , , , , , ,A, , ,N,KU01,40,W,N, ,KU01,004,1/2/1998,0,, , ,N,M,3856.666667,0,0,46280,3856.667,178,22.25,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, ,K0L08MTH,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,BN,0,19000210,, , , , ,AM, ,1/2/1998,1/2/1998,,1/2/1998,1/2/1998,,N,,,,N,9/24/2004 7:18:49.000000 PM,SAMPLE
K0MBZ006,0,1/1/2003,0,EMP,14000,220000, , ,A,0,0,N,N,A,HIR,4/2/2003, ,KUNY00,KUNY00,1/1/2003,1/1/2003,,N,R,F,GBI,KUX, , , , , , , , , , ,A, , ,H,KU01,40,W,N, ,KU01,002,1/1/2003,0,, , ,N,M,2500,0,0,30000,2500,115.385,14.423077,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, , , , ,OT, ,1/1/2003,1/1/2003,,1/1/2003,1/1/2003,,N,,,,N,8/8/2006 10:04:30.000000 PM,SAMPLE
KF0012,0,1/1/1996,0,EMP,14000,670075, ,KF0011,A,0,0,N,N,A,PAY,7/19/2000,MER,KFPA01, ,6/3/1987,6/3/1987,,N,R,F,KF1, , , , , , , , , , , ,A, , ,S, ,39,W,N, ,KF01,002,6/3/1987,0,, , ,N,W,3137.157693,285.196155,10,163132.2,13594.35,627.432,80.439941,0,0,0,FRF,FRA01,FRA01,FRA01,FRA01,FRA01, ,FRA,N,N,N, , , , , , ,STA, , , , , , ,0,39,1,W, , ,0, ,0,,,N,0, , , ,N, , ,,6/3/1987,KF01,CAD, , ,FRA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,OT,N,N,0001,P, ,BN,0, ,, ,KF001, , ,OT, ,6/3/1987,6/3/1987,,6/3/1987,6/3/1987,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
K0W306,0,1/1/2000,0,EMP,22000,120020, ,K0W301,A,0,0,N,N,A,HIR,2/28/2006, ,KUNY00, ,1/1/2000,1/1/2000,,N,T,F,GBI, , , , , , , , , , , ,A, , ,N,KU01,40,W,N, ,KU01, ,,0,, , ,N,A,36000,0,0,36000,3000,138.462,17.307692,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,K0WPG GP1,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, ,KU001, , ,AM, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,2/28/2006 6:48:50.000000 PM,SAMPLE
KU0050,0,1/1/2007,0,EMP,10000,600085,19000013, ,A,0,0,Y,N,A,XFR,7/16/2008, ,KUNY00,KUPR00,7/7/1987,7/7/1987,7/7/1987,N,R,F,GBP,KU4,KU1, , , , , , , , , ,A,XFR, ,H,KU01,40,W,N, ,KU01,005,1/1/2007,0,, , ,N,M,5000.666667,0,0,60008,5000.667,230.8,28.85,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0,19000230,,000,KU001, , ,OT, ,7/7/1987,7/7/1987,,7/7/1987,7/7/1987,,N,,,,N,7/16/2008 11:17:14.000000 AM,SAMPLE
KU0055,0,1/1/2007,0,EMP,10000,600085,19000013, ,A,0,0,Y,N,A,XFR,7/16/2008, ,KUNY00,KUPR00,3/21/1988,3/21/1988,3/21/1988,N,R,F,GBP,KU4,KU1, , , , , , , , , ,A,XFR, ,S,KU01,40,W,N, ,KU01,005,1/1/2007,0,, , ,N,M,5000.666667,0,0,60008,5000.667,230.8,28.85,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0,19000230,,000,KU001, , ,OT, ,3/21/1988,3/21/1988,,3/21/1988,3/21/1988,,N,,,,N,7/16/2008 11:18:14.000000 AM,SAMPLE
KU0212,0,1/1/2005,0,EMP,ALL_DEPTS,110000, , ,A,0,0,N,N,A,HIR,7/16/2008, ,KUCA00,KUCA00,1/1/2005,1/1/2005,,N,R,F,GBI,KU4, , , , , , , , , , ,A,HIR, ,S,KU01,40,W,N, ,KU01,004,1/1/2005,0,, , ,N,M,4166.666667,0,0,50000,4166.667,192.308,24.038462,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,P,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0, ,, ,KU001, , ,OT, ,1/1/2005,1/1/2005,,1/1/2005,1/1/2005,,N,,,,N,7/16/2008 3:28:11.000000 PM,SAMPLE
K1GRI001,0,1/1/2004,0,EMP,K1GDPA,830005, , ,A,0,0,N,N,A,HIR,8/5/2004, ,K1GLCCA, ,1/1/2004,1/1/2004,,N,R,F,K1G,K1A, , , , , , , , , , ,A, , ,N, ,40,W,N, , , ,,0,, , ,N,W,2307.69,0,0,119999.88,9999.99,461.538,57.69225,0,0,0,USD,K1GE,K1USA,K1USA,K1USA, , ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,K1GPG2,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, ,K1GETA, , ,AM, ,1/1/2004,1/1/2004,,1/1/2004,1/1/2004,,N,,,,N,8/9/2018 7:46:34.000000 PM,SAMPLE
KU0211,0,2/5/2005,0,EMP,ALL_DEPTS,420105, , ,A,0,0,N,N,A,HIR,7/16/2008, ,KUCA00,KUCA00,2/5/2005,2/5/2005,,N,R,F,GBI,KU4, , , , , , , , , , ,A,HIR, ,S,KU01,40,W,N, ,KU01,009,2/5/2005,0,, , ,N,A,60000,0,0,60000,5000,230.769,28.846154,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,E,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0, ,, ,KU001, , ,OT, ,2/5/2005,2/5/2005,,2/5/2005,2/5/2005,,N,,,,N,7/16/2008 11:08:30.000000 AM,SAMPLE
K0LB13,0,1/1/1997,0,EMP,11000,140040,19000056, ,A,0,0,Y,N,A,HIR,9/27/2004, ,KCY01, ,1/1/1997,1/1/1997,1/1/1997,N,R,F,KCY, , , , , , , , , , , ,A, , ,N,KU01,40,W,N, ,KU01,006,1/1/1997,0,, , ,N,M,7500,0,0,90000,7500,346.154,43.269231,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, ,K0L13MTH,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,BN,0,19000210,, , , , ,AM, ,1/1/1997,1/1/1997,,1/1/1997,1/1/1997,,N,,,,N,9/27/2004 3:28:00.000000 AM,SAMPLE
K0LB12,0,1/1/1997,0,EMP,11000,140040,19000056, ,A,0,0,Y,N,A,HIR,9/27/2004, ,KCY01, ,1/1/1997,1/1/1997,1/1/1997,N,R,F,KCY, , , , , , , , , , , ,A, , ,N,KU01,40,W,N, ,KU01,006,1/1/1997,0,, , ,N,M,7500,0,0,90000,7500,346.154,43.269231,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, ,K0L12MTH,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,BN,0,19000210,, , , , ,AM, ,1/1/1997,1/1/1997,,1/1/1997,1/1/1997,,N,,,,N,9/27/2004 4:02:51.000000 AM,SAMPLE
KU0210,0,1/1/2005,0,EMP,ALL_DEPTS,420085, , ,A,0,0,N,N,A,HIR,7/16/2008, ,KUCT00,KUCT00,1/1/2005,1/1/2005,,N,R,F,GBI,KU4, , , , , , , , , , ,A,HIR, ,S,KU01,40,W,N, ,KU01,008,1/1/2005,0,, , ,N,A,99000000,0,0,99000000,8250000,380769.231,47596.153846,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0, ,, ,KU001, , ,OT, ,1/1/2005,1/1/2005,,1/1/2005,1/1/2005,,N,,,,N,7/16/2008 11:05:16.000000 AM,SAMPLE
K1GAL001,0,1/1/2004,0,EMP,K1GDPA,830005, , ,A,0,0,N,N,A,HIR,8/5/2004, ,K1GLCCA, ,1/1/2004,1/1/2004,,N,R,F,K1G,G1G, , , , , , , , , , ,A, , ,N, ,40,W,N, , , ,,0,, , ,N,M,10000,0,0,120000,10000,461.538,57.692308,0,0,0,USD,K1GE,K1USA,K1USA,K1USA, , ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,K1GPG2,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, ,K1GETA, , ,AM, ,1/1/2004,1/1/2004,,1/1/2004,1/1/2004,,N,,,,N,8/5/2004 7:24:16.000000 PM,SAMPLE
